Column,Mean,Std Dev,Shapiro-Wilk p,Z-stat,P-value,Effect Size,Power (1-β),Mann-Whitney U p,95% CI Lower,95% CI Upper
GPN001_organization_score,3.32,18.050315,0.0,1.300584,0.193401,0.18393,0.255382,,-1.6832,8.3232
GPN001_structural_integrity,0.1948,1.377444,0.0,1.0,0.317311,0.141421,0.170075,,-0.187001,0.576601
GPN001_decisions_activities_ratio,6.09946,5.627215,0.00029,7.664484,0.0,1.083922,1.0,,4.539704,7.659216
GPN001_lines_vs_average,3.25308,0.933119,0.044175,24.651463,0.0,3.486243,1.0,,2.994437,3.511723
GPN002_activities,5.48,10.202521,0.0,3.798027,0.000146,0.537122,0.966973,,2.652058,8.307942
GPN002_decisions,9.0,4.370588,0.625729,14.56088,0.0,2.059219,1.0,,7.788557,10.211443
GPN002_forks,1.7,0.974156,0.000209,12.339725,0.0,1.745101,1.0,,1.429983,1.970017
GPN002_swimlanes,0.9,3.637952,0.0,1.749325,0.080235,0.247392,0.416689,,-0.10837,1.90837
GPN002_detaches,0.04,0.282843,0.0,1.0,0.317311,0.141421,0.170075,,-0.038399,0.118399
GPN002_options,0.58,1.108225,0.0,3.700709,0.000215,0.523359,0.959136,,0.272821,0.887179
GPN002_edges,43.7,21.625995,0.187603,14.288622,0.0,2.020716,1.0,,37.70569,49.69431
GPN002_notes,6.56,3.058344,0.005116,15.167097,0.0,2.144951,1.0,,5.712286,7.407714
GPN002_partitions,14.16,11.496867,0.000254,8.709009,0.0,1.23164,1.0,,10.97329,17.34671
GPN002_numberline,151.08,37.175173,0.781837,28.736838,0.0,4.064003,1.0,,140.775757,161.384243
GPN002_negative_score,-23.046399,4.528337,0.0,-35.987304,0.0,-5.089373,1.0,,-24.301567,-21.791231
GPN002_raw_score,123.2956,47.497385,0.016383,18.355359,0.0,2.59584,1.0,,110.130238,136.460962
GPN002_percentage_score,71.992,8.360765,0.073053,60.886814,0.0,8.610696,1.0,,69.674557,74.309443
GPN002_functional_complexity,28.77,17.393762,4e-06,11.695838,0.0,1.654041,1.0,,23.948784,33.591216
GPN002_organization_score,1.8,7.275904,0.0,1.749325,0.080235,0.247392,0.416689,,-0.216741,3.816741
GPN002_structural_integrity,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPN002_decisions_activities_ratio,6.38268,5.471922,0.001665,8.247991,0.0,1.166442,1.0,,4.865968,7.899392
GPN002_lines_vs_average,3.23942,0.797184,0.781304,28.733857,0.0,4.063581,1.0,,3.018456,3.460384
GPN003_activities,5.58,10.357074,0.0,3.809624,0.000139,0.538762,0.967819,,2.709218,8.450782
GPN003_decisions,8.58,6.266497,0.0,9.681608,0.0,1.369186,1.0,,6.843048,10.316952
GPN003_forks,2.0,1.665986,0.0,8.488747,0.0,1.20049,1.0,,1.538221,2.461779
GPN003_swimlanes,5.04,20.65653,0.0,1.725274,0.084478,0.243991,0.407339,,-0.685593,10.765593
GPN003_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPN003_options,0.36,0.942424,0.0,2.701103,0.006911,0.381994,0.770697,,0.098778,0.621222
GPN003_edges,44.54,28.994869,1e-06,10.862107,0.0,1.536134,1.0,,36.50318,52.57682
GPN003_notes,6.66,2.661977,0.003659,17.691103,0.0,2.5019,1.0,,5.922151,7.397849
GPN003_partitions,11.42,10.252108,8.7e-05,7.876585,0.0,1.113917,1.0,,8.578313,14.261687
GPN003_numberline,148.18,68.140219,0.0,15.376981,0.0,2.174633,1.0,,129.292842,167.067158
GPN003_negative_score,-22.64398,7.690633,0.0,-20.819758,0.0,-2.944358,1.0,,-24.775676,-20.512285
GPN003_raw_score,128.171,102.274233,0.0,8.861527,0.0,1.253209,1.0,,99.82255,156.51945
GPN003_percentage_score,71.236,10.745436,0.000666,46.877074,0.0,6.629419,1.0,,68.257572,74.214428
GPN003_functional_complexity,28.53,23.592936,0.0,8.550761,0.0,1.20926,1.0,,21.990492,35.069508
GPN003_organization_score,10.08,41.313061,0.0,1.725274,0.084478,0.243991,0.407339,,-1.371186,21.531186
GPN003_structural_integrity,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPN003_decisions_activities_ratio,5.47298,3.995073,0.002206,9.686884,0.0,1.369932,1.0,,4.365623,6.580337
GPN003_lines_vs_average,3.1772,1.461031,0.0,15.376945,0.0,2.174628,1.0,,2.77223,3.58217
